,job_title,job_company,job_loction,job_summary,job_ratings
701,Senior Backend Engineer - .NET,VIDIZMO LLC,Karachi,"Backend Engineers create Web Application server stack that powers our various products, providing API to the front end, back, and front channel integrations…",
702,Senior Manager- Technology Consulting- Technology Transforma...,EY,Karachi,"Development of Digital/IT enterprise architecture strategy to support corporate and Digital/IT strategy, covering information/data, application, technology…",4.0
703,Android Developer,Loop,Karachi,You will work in a fast-paced engineering environment where you'll focus most of your day turning product specifications and high-fidelity designs into…,
704,Session Lead (External Contractor) - FullStack Web Developer...,Udacity,Karachi,"During the week, students are expected to study an estimated 10 hours on their Nanodegree programs on their own, and you will be expected to respond to their…",
705,Senior Software Engineer - PHP,Creative Chaos,Karachi,"Integration of multiple data sources and databases into one system.
A PHP developer is responsible for writing server-side web application logic.",4.1
706,Software Development Engineer in Test,Contour Software,Karachi,"Megabus designs, builds, implements, and supports its suite of vertically aligned software products for the aftermarket Tyre and Automotive segment.",3.9
707,UX Strategy Associate,Creative Chaos,Karachi,"Synthesize customer data from many sources to identify opportunities and recommend design directions.
As Creative Chaos' UX Strategy Associate, this role will…",4.1
708,iOS Developer,Novus Altair,Karachi,The job role requires carrying out all iOS development activities where work will be closely linked up with the project manager and product owner for all…,
709,Sr. iOS Developer,Novus Altair,Karachi,The job role requires carrying out all iOS development activities where work will be closely linked up with the project manager and product owner for all…,
710,Senior AWS Back-End Developer,Circadia Health,Karachi,"Solid grasp of computer science, algorithms and data structures.
Circadia develops proprietary hardware, software, and algorithms for early detection of…",
711,Senior Full Stack Software Developer,Circadia Health,Karachi,"Solid grasp of computer science, algorithms and data structures.
Circadia develops proprietary hardware, software, and algorithms for early detection of…",
712,Senior Manager Back-End Developer for night shift,INNOVATECH SOLUTIONS,Karachi,"Record data and report it to proper parties.
The candidates will be responsible for managing the interchange of data between the server and the users.",
713,Session Lead (External Contractor) - AI Programming with Pyt...,Udacity,Karachi,"During the week, students are expected to study an estimated 10 hours on their Nanodegree programs on their own, and you will be expected to respond to their…",
714,Senior React Native Developer,ONE Technology Services,Karachi,"Knowledge of data structures libraries like Immutable.js.
Your primary focus will be on developing user interface components and implementing those following…",
715,Career Coach (External Contractor) - FullStack Web Developer...,Udacity,Karachi,"Bilingual in Urdu and English.
2+ Years of Technical Experience in the field of FullStack Web Development is a must.",
716,Senior Backend Engineer - .NET,VIDIZMO LLC,Karachi,"Backend Engineers create Web Application server stack that powers our various products, providing API to the front end, back, and front channel integrations…",
717,Senior Manager- Technology Consulting- Technology Transforma...,EY,Karachi,"Development of Digital/IT enterprise architecture strategy to support corporate and Digital/IT strategy, covering information/data, application, technology…",4.0
718,Android Developer,Loop,Karachi,You will work in a fast-paced engineering environment where you'll focus most of your day turning product specifications and high-fidelity designs into…,
719,Session Lead (External Contractor) - FullStack Web Developer...,Udacity,Karachi,"During the week, students are expected to study an estimated 10 hours on their Nanodegree programs on their own, and you will be expected to respond to their…",
720,Senior Software Engineer - PHP,Creative Chaos,Karachi,"Integration of multiple data sources and databases into one system.
A PHP developer is responsible for writing server-side web application logic.",4.1
721,Software Development Engineer in Test,Contour Software,Karachi,"Megabus designs, builds, implements, and supports its suite of vertically aligned software products for the aftermarket Tyre and Automotive segment.",3.9
722,UX Strategy Associate,Creative Chaos,Karachi,"Synthesize customer data from many sources to identify opportunities and recommend design directions.
As Creative Chaos' UX Strategy Associate, this role will…",4.1
723,iOS Developer,Novus Altair,Karachi,The job role requires carrying out all iOS development activities where work will be closely linked up with the project manager and product owner for all…,
724,Sr. iOS Developer,Novus Altair,Karachi,The job role requires carrying out all iOS development activities where work will be closely linked up with the project manager and product owner for all…,
725,Senior AWS Back-End Developer,Circadia Health,Karachi,"Solid grasp of computer science, algorithms and data structures.
Circadia develops proprietary hardware, software, and algorithms for early detection of…",
726,Senior Full Stack Software Developer,Circadia Health,Karachi,"Solid grasp of computer science, algorithms and data structures.
Circadia develops proprietary hardware, software, and algorithms for early detection of…",
727,Senior Manager Back-End Developer for night shift,INNOVATECH SOLUTIONS,Karachi,"Record data and report it to proper parties.
The candidates will be responsible for managing the interchange of data between the server and the users.",
728,Session Lead (External Contractor) - AI Programming with Pyt...,Udacity,Karachi,"During the week, students are expected to study an estimated 10 hours on their Nanodegree programs on their own, and you will be expected to respond to their…",
729,Senior React Native Developer,ONE Technology Services,Karachi,"Knowledge of data structures libraries like Immutable.js.
Your primary focus will be on developing user interface components and implementing those following…",
730,Career Coach (External Contractor) - FullStack Web Developer...,Udacity,Karachi,"Bilingual in Urdu and English.
2+ Years of Technical Experience in the field of FullStack Web Development is a must.",
731,Senior Backend Engineer - .NET,VIDIZMO LLC,Karachi,"Backend Engineers create Web Application server stack that powers our various products, providing API to the front end, back, and front channel integrations…",
732,Senior Manager- Technology Consulting- Technology Transforma...,EY,Karachi,"Development of Digital/IT enterprise architecture strategy to support corporate and Digital/IT strategy, covering information/data, application, technology…",4.0
733,Android Developer,Loop,Karachi,You will work in a fast-paced engineering environment where you'll focus most of your day turning product specifications and high-fidelity designs into…,
734,Session Lead (External Contractor) - FullStack Web Developer...,Udacity,Karachi,"During the week, students are expected to study an estimated 10 hours on their Nanodegree programs on their own, and you will be expected to respond to their…",
735,Senior Software Engineer - PHP,Creative Chaos,Karachi,"Integration of multiple data sources and databases into one system.
A PHP developer is responsible for writing server-side web application logic.",4.1
736,Software Development Engineer in Test,Contour Software,Karachi,"Megabus designs, builds, implements, and supports its suite of vertically aligned software products for the aftermarket Tyre and Automotive segment.",3.9
737,UX Strategy Associate,Creative Chaos,Karachi,"Synthesize customer data from many sources to identify opportunities and recommend design directions.
As Creative Chaos' UX Strategy Associate, this role will…",4.1
738,iOS Developer,Novus Altair,Karachi,The job role requires carrying out all iOS development activities where work will be closely linked up with the project manager and product owner for all…,
739,Sr. iOS Developer,Novus Altair,Karachi,The job role requires carrying out all iOS development activities where work will be closely linked up with the project manager and product owner for all…,
740,Senior AWS Back-End Developer,Circadia Health,Karachi,"Solid grasp of computer science, algorithms and data structures.
Circadia develops proprietary hardware, software, and algorithms for early detection of…",
741,Senior Full Stack Software Developer,Circadia Health,Karachi,"Solid grasp of computer science, algorithms and data structures.
Circadia develops proprietary hardware, software, and algorithms for early detection of…",
742,Senior Manager Back-End Developer for night shift,INNOVATECH SOLUTIONS,Karachi,"Record data and report it to proper parties.
The candidates will be responsible for managing the interchange of data between the server and the users.",
743,Session Lead (External Contractor) - AI Programming with Pyt...,Udacity,Karachi,"During the week, students are expected to study an estimated 10 hours on their Nanodegree programs on their own, and you will be expected to respond to their…",
744,Senior React Native Developer,ONE Technology Services,Karachi,"Knowledge of data structures libraries like Immutable.js.
Your primary focus will be on developing user interface components and implementing those following…",
745,Career Coach (External Contractor) - FullStack Web Developer...,Udacity,Karachi,"Bilingual in Urdu and English.
2+ Years of Technical Experience in the field of FullStack Web Development is a must.",
746,Senior Backend Engineer - .NET,VIDIZMO LLC,Karachi,"Backend Engineers create Web Application server stack that powers our various products, providing API to the front end, back, and front channel integrations…",
747,Senior Manager- Technology Consulting- Technology Transforma...,EY,Karachi,"Development of Digital/IT enterprise architecture strategy to support corporate and Digital/IT strategy, covering information/data, application, technology…",4.0
748,Android Developer,Loop,Karachi,You will work in a fast-paced engineering environment where you'll focus most of your day turning product specifications and high-fidelity designs into…,
749,Session Lead (External Contractor) - FullStack Web Developer...,Udacity,Karachi,"During the week, students are expected to study an estimated 10 hours on their Nanodegree programs on their own, and you will be expected to respond to their…",
750,Senior Software Engineer - PHP,Creative Chaos,Karachi,"Integration of multiple data sources and databases into one system.
A PHP developer is responsible for writing server-side web application logic.",4.1
751,Software Development Engineer in Test,Contour Software,Karachi,"Megabus designs, builds, implements, and supports its suite of vertically aligned software products for the aftermarket Tyre and Automotive segment.",3.9
752,UX Strategy Associate,Creative Chaos,Karachi,"Synthesize customer data from many sources to identify opportunities and recommend design directions.
As Creative Chaos' UX Strategy Associate, this role will…",4.1
753,iOS Developer,Novus Altair,Karachi,The job role requires carrying out all iOS development activities where work will be closely linked up with the project manager and product owner for all…,
754,Sr. iOS Developer,Novus Altair,Karachi,The job role requires carrying out all iOS development activities where work will be closely linked up with the project manager and product owner for all…,
755,Senior AWS Back-End Developer,Circadia Health,Karachi,"Solid grasp of computer science, algorithms and data structures.
Circadia develops proprietary hardware, software, and algorithms for early detection of…",
756,Senior Full Stack Software Developer,Circadia Health,Karachi,"Solid grasp of computer science, algorithms and data structures.
Circadia develops proprietary hardware, software, and algorithms for early detection of…",
757,Senior Manager Back-End Developer for night shift,INNOVATECH SOLUTIONS,Karachi,"Record data and report it to proper parties.
The candidates will be responsible for managing the interchange of data between the server and the users.",
758,Session Lead (External Contractor) - AI Programming with Pyt...,Udacity,Karachi,"During the week, students are expected to study an estimated 10 hours on their Nanodegree programs on their own, and you will be expected to respond to their…",
759,Senior React Native Developer,ONE Technology Services,Karachi,"Knowledge of data structures libraries like Immutable.js.
Your primary focus will be on developing user interface components and implementing those following…",
760,Career Coach (External Contractor) - FullStack Web Developer...,Udacity,Karachi,"Bilingual in Urdu and English.
2+ Years of Technical Experience in the field of FullStack Web Development is a must.",
761,Senior Backend Engineer - .NET,VIDIZMO LLC,Karachi,"Backend Engineers create Web Application server stack that powers our various products, providing API to the front end, back, and front channel integrations…",
762,Senior Manager- Technology Consulting- Technology Transforma...,EY,Karachi,"Development of Digital/IT enterprise architecture strategy to support corporate and Digital/IT strategy, covering information/data, application, technology…",4.0
763,Android Developer,Loop,Karachi,You will work in a fast-paced engineering environment where you'll focus most of your day turning product specifications and high-fidelity designs into…,
764,Session Lead (External Contractor) - FullStack Web Developer...,Udacity,Karachi,"During the week, students are expected to study an estimated 10 hours on their Nanodegree programs on their own, and you will be expected to respond to their…",
765,Senior Software Engineer - PHP,Creative Chaos,Karachi,"Integration of multiple data sources and databases into one system.
A PHP developer is responsible for writing server-side web application logic.",4.1
766,Software Development Engineer in Test,Contour Software,Karachi,"Megabus designs, builds, implements, and supports its suite of vertically aligned software products for the aftermarket Tyre and Automotive segment.",3.9
767,UX Strategy Associate,Creative Chaos,Karachi,"Synthesize customer data from many sources to identify opportunities and recommend design directions.
As Creative Chaos' UX Strategy Associate, this role will…",4.1
768,iOS Developer,Novus Altair,Karachi,The job role requires carrying out all iOS development activities where work will be closely linked up with the project manager and product owner for all…,
769,Sr. iOS Developer,Novus Altair,Karachi,The job role requires carrying out all iOS development activities where work will be closely linked up with the project manager and product owner for all…,
770,Senior AWS Back-End Developer,Circadia Health,Karachi,"Solid grasp of computer science, algorithms and data structures.
Circadia develops proprietary hardware, software, and algorithms for early detection of…",
771,Senior Full Stack Software Developer,Circadia Health,Karachi,"Solid grasp of computer science, algorithms and data structures.
Circadia develops proprietary hardware, software, and algorithms for early detection of…",
772,Senior Manager Back-End Developer for night shift,INNOVATECH SOLUTIONS,Karachi,"Record data and report it to proper parties.
The candidates will be responsible for managing the interchange of data between the server and the users.",
773,Session Lead (External Contractor) - AI Programming with Pyt...,Udacity,Karachi,"During the week, students are expected to study an estimated 10 hours on their Nanodegree programs on their own, and you will be expected to respond to their…",
774,Senior React Native Developer,ONE Technology Services,Karachi,"Knowledge of data structures libraries like Immutable.js.
Your primary focus will be on developing user interface components and implementing those following…",
775,Career Coach (External Contractor) - FullStack Web Developer...,Udacity,Karachi,"Bilingual in Urdu and English.
2+ Years of Technical Experience in the field of FullStack Web Development is a must.",
776,Senior Backend Engineer - .NET,VIDIZMO LLC,Karachi,"Backend Engineers create Web Application server stack that powers our various products, providing API to the front end, back, and front channel integrations…",
777,Senior Manager- Technology Consulting- Technology Transforma...,EY,Karachi,"Development of Digital/IT enterprise architecture strategy to support corporate and Digital/IT strategy, covering information/data, application, technology…",4.0
778,Android Developer,Loop,Karachi,You will work in a fast-paced engineering environment where you'll focus most of your day turning product specifications and high-fidelity designs into…,
779,Session Lead (External Contractor) - FullStack Web Developer...,Udacity,Karachi,"During the week, students are expected to study an estimated 10 hours on their Nanodegree programs on their own, and you will be expected to respond to their…",
780,Senior Software Engineer - PHP,Creative Chaos,Karachi,"Integration of multiple data sources and databases into one system.
A PHP developer is responsible for writing server-side web application logic.",4.1
781,Software Development Engineer in Test,Contour Software,Karachi,"Megabus designs, builds, implements, and supports its suite of vertically aligned software products for the aftermarket Tyre and Automotive segment.",3.9
782,UX Strategy Associate,Creative Chaos,Karachi,"Synthesize customer data from many sources to identify opportunities and recommend design directions.
As Creative Chaos' UX Strategy Associate, this role will…",4.1
783,iOS Developer,Novus Altair,Karachi,The job role requires carrying out all iOS development activities where work will be closely linked up with the project manager and product owner for all…,
784,Sr. iOS Developer,Novus Altair,Karachi,The job role requires carrying out all iOS development activities where work will be closely linked up with the project manager and product owner for all…,
785,Senior AWS Back-End Developer,Circadia Health,Karachi,"Solid grasp of computer science, algorithms and data structures.
Circadia develops proprietary hardware, software, and algorithms for early detection of…",
786,Senior Full Stack Software Developer,Circadia Health,Karachi,"Solid grasp of computer science, algorithms and data structures.
Circadia develops proprietary hardware, software, and algorithms for early detection of…",
787,Senior Manager Back-End Developer for night shift,INNOVATECH SOLUTIONS,Karachi,"Record data and report it to proper parties.
The candidates will be responsible for managing the interchange of data between the server and the users.",
788,Session Lead (External Contractor) - AI Programming with Pyt...,Udacity,Karachi,"During the week, students are expected to study an estimated 10 hours on their Nanodegree programs on their own, and you will be expected to respond to their…",
789,Senior React Native Developer,ONE Technology Services,Karachi,"Knowledge of data structures libraries like Immutable.js.
Your primary focus will be on developing user interface components and implementing those following…",
790,Career Coach (External Contractor) - FullStack Web Developer...,Udacity,Karachi,"Bilingual in Urdu and English.
2+ Years of Technical Experience in the field of FullStack Web Development is a must.",
791,Senior Backend Engineer - .NET,VIDIZMO LLC,Karachi,"Backend Engineers create Web Application server stack that powers our various products, providing API to the front end, back, and front channel integrations…",
792,Senior Manager- Technology Consulting- Technology Transforma...,EY,Karachi,"Development of Digital/IT enterprise architecture strategy to support corporate and Digital/IT strategy, covering information/data, application, technology…",4.0
793,Android Developer,Loop,Karachi,You will work in a fast-paced engineering environment where you'll focus most of your day turning product specifications and high-fidelity designs into…,
794,Session Lead (External Contractor) - FullStack Web Developer...,Udacity,Karachi,"During the week, students are expected to study an estimated 10 hours on their Nanodegree programs on their own, and you will be expected to respond to their…",
795,Senior Software Engineer - PHP,Creative Chaos,Karachi,"Integration of multiple data sources and databases into one system.
A PHP developer is responsible for writing server-side web application logic.",4.1
796,Software Development Engineer in Test,Contour Software,Karachi,"Megabus designs, builds, implements, and supports its suite of vertically aligned software products for the aftermarket Tyre and Automotive segment.",3.9
797,UX Strategy Associate,Creative Chaos,Karachi,"Synthesize customer data from many sources to identify opportunities and recommend design directions.
As Creative Chaos' UX Strategy Associate, this role will…",4.1
798,iOS Developer,Novus Altair,Karachi,The job role requires carrying out all iOS development activities where work will be closely linked up with the project manager and product owner for all…,
799,Sr. iOS Developer,Novus Altair,Karachi,The job role requires carrying out all iOS development activities where work will be closely linked up with the project manager and product owner for all…,
800,Senior AWS Back-End Developer,Circadia Health,Karachi,"Solid grasp of computer science, algorithms and data structures.
Circadia develops proprietary hardware, software, and algorithms for early detection of…",
801,Senior Full Stack Software Developer,Circadia Health,Karachi,"Solid grasp of computer science, algorithms and data structures.
Circadia develops proprietary hardware, software, and algorithms for early detection of…",
802,Senior Manager Back-End Developer for night shift,INNOVATECH SOLUTIONS,Karachi,"Record data and report it to proper parties.
The candidates will be responsible for managing the interchange of data between the server and the users.",
803,Session Lead (External Contractor) - AI Programming with Pyt...,Udacity,Karachi,"Udacity is on a mission to change lives, businesses and nations through radical talent transformation in digital technologies.
Residing in Pakistan is a must.",
804,Senior React Native Developer,ONE Technology Services,Karachi,"Knowledge of data structures libraries like Immutable.js.
ONE Technology Services: * We are looking for an Experienced React Native developer who is proficient…",
805,Career Coach (External Contractor) - FullStack Web Developer...,Udacity,Karachi,"Udacity is on a mission to change lives, businesses and nations through radical talent transformation in digital technologies.
Bilingual in Urdu and English.",
806,Senior Backend Engineer - .NET,VIDIZMO LLC,Karachi,"Underlying technologies used include Web Application frameworks, Services, Cloud PaaS, and high-performance data processing.",
807,Senior Manager- Technology Consulting- Technology Transforma...,EY,Karachi,"Enabled by data and technology, diverse EY teams in over 150 countries provide trust through assurance and help clients grow, transform and operate.",4.0
808,Android Developer,Loop,Karachi,"After a series of clickable prototypes approved, you will work on replacing the mocked data and integrating the prototype with APIs created by our backend team,…",
809,Session Lead (External Contractor) - FullStack Web Developer...,Udacity,Karachi,"Udacity is on a mission to change lives, businesses and nations through radical talent transformation in digital technologies.
Residing in Pakistan is a must.",
810,Senior Software Engineer - PHP,Creative Chaos,Karachi,"Integration of multiple data sources and databases into one system.
A PHP developer is responsible for writing server-side web application logic.",4.1
811,Software Development Engineer in Test,Contour Software,Karachi,"Contour Software is a wholly owned subsidiary of Constellation Software Inc.
(CSI), which acquires, manages and builds market-leading software businesses that…",3.9
812,UX Strategy Associate,Creative Chaos,Karachi,"Synthesize customer data from many sources to identify opportunities and recommend design directions.
As Creative Chaos' UX Strategy Associate, this role will…",4.1
813,iOS Developer,Novus Altair,Karachi,"To complete Online Assessment, visit our 'Careers web page'.*.
Novus Altair is the UK-based ISO 9001, 14001 & 45001 certified and SIA (ACS) approved provider of…",
814,Sr. iOS Developer,Novus Altair,Karachi,"To complete Online Assessment, visit our 'Careers web page'.*.
Novus Altair is the UK-based ISO 9001, 14001 & 45001 certified and SIA (ACS) approved provider of…",
815,Senior AWS Back-End Developer,Circadia Health,Karachi,"Solid grasp of computer science, algorithms and data structures.
Circadia Health is a medical technology company with an FDA cleared product: The Circadia C100…",
816,Senior Full Stack Software Developer,Circadia Health,Karachi,"Solid grasp of computer science, algorithms and data structures.
Circadia Health is a medical technology company with an FDA cleared product: The Circadia C100…",
817,Senior Manager Back-End Developer for night shift,INNOVATECH SOLUTIONS,Karachi,"Record data and report it to proper parties.
The candidates will be responsible for managing the interchange of data between the server and the users.",
818,Session Lead (External Contractor) - AI Programming with Pyt...,Udacity,Karachi,"During the week, students are expected to study an estimated 10 hours on their Nanodegree programs on their own, and you will be expected to respond to their…",
819,Senior React Native Developer,ONE Technology Services,Karachi,"Knowledge of data structures libraries like Immutable.js.
Your primary focus will be on developing user interface components and implementing those following…",
820,Career Coach (External Contractor) - FullStack Web Developer...,Udacity,Karachi,"Bilingual in Urdu and English.
2+ Years of Technical Experience in the field of FullStack Web Development is a must.",
821,Senior Backend Engineer - .NET,VIDIZMO LLC,Karachi,"Backend Engineers create Web Application server stack that powers our various products, providing API to the front end, back, and front channel integrations…",
822,Senior Manager- Technology Consulting- Technology Transforma...,EY,Karachi,"Development of Digital/IT enterprise architecture strategy to support corporate and Digital/IT strategy, covering information/data, application, technology…",4.0
823,Android Developer,Loop,Karachi,You will work in a fast-paced engineering environment where you'll focus most of your day turning product specifications and high-fidelity designs into…,
824,Session Lead (External Contractor) - FullStack Web Developer...,Udacity,Karachi,"During the week, students are expected to study an estimated 10 hours on their Nanodegree programs on their own, and you will be expected to respond to their…",
825,Senior Software Engineer - PHP,Creative Chaos,Karachi,"Integration of multiple data sources and databases into one system.
A PHP developer is responsible for writing server-side web application logic.",4.1
826,Software Development Engineer in Test,Contour Software,Karachi,"Megabus designs, builds, implements, and supports its suite of vertically aligned software products for the aftermarket Tyre and Automotive segment.",3.9
827,UX Strategy Associate,Creative Chaos,Karachi,"Synthesize customer data from many sources to identify opportunities and recommend design directions.
As Creative Chaos' UX Strategy Associate, this role will…",4.1
828,iOS Developer,Novus Altair,Karachi,The job role requires carrying out all iOS development activities where work will be closely linked up with the project manager and product owner for all…,
829,Sr. iOS Developer,Novus Altair,Karachi,The job role requires carrying out all iOS development activities where work will be closely linked up with the project manager and product owner for all…,
830,Senior AWS Back-End Developer,Circadia Health,Karachi,"Solid grasp of computer science, algorithms and data structures.
Circadia develops proprietary hardware, software, and algorithms for early detection of…",
831,Senior Full Stack Software Developer,Circadia Health,Karachi,"Solid grasp of computer science, algorithms and data structures.
Circadia develops proprietary hardware, software, and algorithms for early detection of…",
832,Senior Manager Back-End Developer for night shift,INNOVATECH SOLUTIONS,Karachi,"Record data and report it to proper parties.
The candidates will be responsible for managing the interchange of data between the server and the users.",
833,Session Lead (External Contractor) - AI Programming with Pyt...,Udacity,Karachi,"During the week, students are expected to study an estimated 10 hours on their Nanodegree programs on their own, and you will be expected to respond to their…",
834,Senior React Native Developer,ONE Technology Services,Karachi,"Knowledge of data structures libraries like Immutable.js.
Your primary focus will be on developing user interface components and implementing those following…",
835,Career Coach (External Contractor) - FullStack Web Developer...,Udacity,Karachi,"Bilingual in Urdu and English.
2+ Years of Technical Experience in the field of FullStack Web Development is a must.",
836,Senior Backend Engineer - .NET,VIDIZMO LLC,Karachi,"Backend Engineers create Web Application server stack that powers our various products, providing API to the front end, back, and front channel integrations…",
837,Senior Manager- Technology Consulting- Technology Transforma...,EY,Karachi,"Development of Digital/IT enterprise architecture strategy to support corporate and Digital/IT strategy, covering information/data, application, technology…",4.0
838,Android Developer,Loop,Karachi,You will work in a fast-paced engineering environment where you'll focus most of your day turning product specifications and high-fidelity designs into…,
839,Session Lead (External Contractor) - FullStack Web Developer...,Udacity,Karachi,"During the week, students are expected to study an estimated 10 hours on their Nanodegree programs on their own, and you will be expected to respond to their…",
840,Senior Software Engineer - PHP,Creative Chaos,Karachi,"Integration of multiple data sources and databases into one system.
A PHP developer is responsible for writing server-side web application logic.",4.1
841,Software Development Engineer in Test,Contour Software,Karachi,"Megabus designs, builds, implements, and supports its suite of vertically aligned software products for the aftermarket Tyre and Automotive segment.",3.9
842,UX Strategy Associate,Creative Chaos,Karachi,"Synthesize customer data from many sources to identify opportunities and recommend design directions.
As Creative Chaos' UX Strategy Associate, this role will…",4.1
843,iOS Developer,Novus Altair,Karachi,The job role requires carrying out all iOS development activities where work will be closely linked up with the project manager and product owner for all…,
844,Sr. iOS Developer,Novus Altair,Karachi,The job role requires carrying out all iOS development activities where work will be closely linked up with the project manager and product owner for all…,
845,Senior AWS Back-End Developer,Circadia Health,Karachi,"Solid grasp of computer science, algorithms and data structures.
Circadia develops proprietary hardware, software, and algorithms for early detection of…",
846,Senior Full Stack Software Developer,Circadia Health,Karachi,"Solid grasp of computer science, algorithms and data structures.
Circadia develops proprietary hardware, software, and algorithms for early detection of…",
847,Senior Manager Back-End Developer for night shift,INNOVATECH SOLUTIONS,Karachi,"Record data and report it to proper parties.
The candidates will be responsible for managing the interchange of data between the server and the users.",
848,Session Lead (External Contractor) - AI Programming with Pyt...,Udacity,Karachi,"During the week, students are expected to study an estimated 10 hours on their Nanodegree programs on their own, and you will be expected to respond to their…",
849,Senior React Native Developer,ONE Technology Services,Karachi,"Knowledge of data structures libraries like Immutable.js.
Your primary focus will be on developing user interface components and implementing those following…",
850,Career Coach (External Contractor) - FullStack Web Developer...,Udacity,Karachi,"Bilingual in Urdu and English.
2+ Years of Technical Experience in the field of FullStack Web Development is a must.",
851,Senior Backend Engineer - .NET,VIDIZMO LLC,Karachi,"Backend Engineers create Web Application server stack that powers our various products, providing API to the front end, back, and front channel integrations…",
852,Senior Manager- Technology Consulting- Technology Transforma...,EY,Karachi,"Development of Digital/IT enterprise architecture strategy to support corporate and Digital/IT strategy, covering information/data, application, technology…",4.0
853,Android Developer,Loop,Karachi,You will work in a fast-paced engineering environment where you'll focus most of your day turning product specifications and high-fidelity designs into…,
854,Session Lead (External Contractor) - FullStack Web Developer...,Udacity,Karachi,"During the week, students are expected to study an estimated 10 hours on their Nanodegree programs on their own, and you will be expected to respond to their…",
855,Senior Software Engineer - PHP,Creative Chaos,Karachi,"Integration of multiple data sources and databases into one system.
A PHP developer is responsible for writing server-side web application logic.",4.1
856,Software Development Engineer in Test,Contour Software,Karachi,"Megabus designs, builds, implements, and supports its suite of vertically aligned software products for the aftermarket Tyre and Automotive segment.",3.9
857,UX Strategy Associate,Creative Chaos,Karachi,"Synthesize customer data from many sources to identify opportunities and recommend design directions.
As Creative Chaos' UX Strategy Associate, this role will…",4.1
858,iOS Developer,Novus Altair,Karachi,The job role requires carrying out all iOS development activities where work will be closely linked up with the project manager and product owner for all…,
859,Sr. iOS Developer,Novus Altair,Karachi,The job role requires carrying out all iOS development activities where work will be closely linked up with the project manager and product owner for all…,
860,Senior AWS Back-End Developer,Circadia Health,Karachi,"Solid grasp of computer science, algorithms and data structures.
Circadia develops proprietary hardware, software, and algorithms for early detection of…",
861,Senior Full Stack Software Developer,Circadia Health,Karachi,"Solid grasp of computer science, algorithms and data structures.
Circadia develops proprietary hardware, software, and algorithms for early detection of…",
862,Session Lead (External Contractor) - AI Programming with Pyt...,Udacity,Karachi,"Udacity is on a mission to change lives, businesses and nations through radical talent transformation in digital technologies.
Residing in Pakistan is a must.",
863,Senior React Native Developer,ONE Technology Services,Karachi,"Knowledge of data structures libraries like Immutable.js.
ONE Technology Services: * We are looking for an Experienced React Native developer who is proficient…",
864,Career Coach (External Contractor) - FullStack Web Developer...,Udacity,Karachi,"Udacity is on a mission to change lives, businesses and nations through radical talent transformation in digital technologies.
Bilingual in Urdu and English.",
865,Senior Backend Engineer - .NET,VIDIZMO LLC,Karachi,"Underlying technologies used include Web Application frameworks, Services, Cloud PaaS, and high-performance data processing.",
866,Senior Manager- Technology Consulting- Technology Transforma...,EY,Karachi,"Enabled by data and technology, diverse EY teams in over 150 countries provide trust through assurance and help clients grow, transform and operate.",4.0
867,Android Developer,Loop,Karachi,"After a series of clickable prototypes approved, you will work on replacing the mocked data and integrating the prototype with APIs created by our backend team,…",
868,Session Lead (External Contractor) - FullStack Web Developer...,Udacity,Karachi,"Udacity is on a mission to change lives, businesses and nations through radical talent transformation in digital technologies.
Residing in Pakistan is a must.",
869,Senior Software Engineer - PHP,Creative Chaos,Karachi,"Integration of multiple data sources and databases into one system.
A PHP developer is responsible for writing server-side web application logic.",4.1
870,Software Development Engineer in Test,Contour Software,Karachi,"Contour Software is a wholly owned subsidiary of Constellation Software Inc.
(CSI), which acquires, manages and builds market-leading software businesses that…",3.9
871,UX Strategy Associate,Creative Chaos,Karachi,"Synthesize customer data from many sources to identify opportunities and recommend design directions.
As Creative Chaos' UX Strategy Associate, this role will…",4.1
872,iOS Developer,Novus Altair,Karachi,"To complete Online Assessment, visit our 'Careers web page'.*.
Novus Altair is the UK-based ISO 9001, 14001 & 45001 certified and SIA (ACS) approved provider of…",
873,Sr. iOS Developer,Novus Altair,Karachi,"To complete Online Assessment, visit our 'Careers web page'.*.
Novus Altair is the UK-based ISO 9001, 14001 & 45001 certified and SIA (ACS) approved provider of…",
874,Senior AWS Back-End Developer,Circadia Health,Karachi,"Solid grasp of computer science, algorithms and data structures.
Circadia Health is a medical technology company with an FDA cleared product: The Circadia C100…",
875,Full Stack Developer,Digital Growth Max,Karachi,"Create security and data protection settings.
Work with data scientists and analysts to improve software.
We are looking for a Full Stack Developer to produce…",
876,Senior Full Stack Software Developer,Circadia Health,Karachi,"Solid grasp of computer science, algorithms and data structures.
Circadia Health is a medical technology company with an FDA cleared product: The Circadia C100…",
877,Senior Manager Back-End Developer for night shift,INNOVATECH SOLUTIONS,Karachi,"Record data and report it to proper parties.
The candidates will be responsible for managing the interchange of data between the server and the users.",
878,Session Lead (External Contractor) - AI Programming with Pyt...,Udacity,Karachi,"During the week, students are expected to study an estimated 10 hours on their Nanodegree programs on their own, and you will be expected to respond to their…",
879,Senior React Native Developer,ONE Technology Services,Karachi,"Knowledge of data structures libraries like Immutable.js.
Your primary focus will be on developing user interface components and implementing those following…",
880,Career Coach (External Contractor) - FullStack Web Developer...,Udacity,Karachi,"Bilingual in Urdu and English.
2+ Years of Technical Experience in the field of FullStack Web Development is a must.",
